id,answer,user_input,answer_category,input_category_guess,relation_tag,expected_range,score_0_100,reason,reviewer,source_tier,sample_weight,noise_reasons
269,数学,粽香,学科,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
270,数码宝贝,刀剑神域,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
271,数码宝贝,数码宝贝,动漫,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
272,数码宝贝,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
273,数码宝贝,进击的巨人,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
274,整理,整理,学习,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
275,文天祥,丹心,人物,,hint_like_high,70-90,90,人物著作中提到丹心，关联度较高,,unknown,0.50,
276,文学,小说戏剧,学科,,hint_like_high,70-90,70,前者是后者的一个分支，关联度较高,,unknown,0.50,
277,斗破苍穹,热带,动漫,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
278,斗破苍穹,白蛇缘起,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
279,斗破苍穹,虹猫蓝兔,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
280,斗破苍穹,青之驱魔师,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
281,斗罗大陆,修炼,动漫,,hint_like_high,70-90,70,包含关系,,unknown,0.50,
282,斗罗大陆,刀剑神域,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
283,斗罗大陆,武魂,动漫,,hint_like_high,70-90,70,都为动漫,,unknown,0.50,
284,斗罗大陆,罗小黑战记,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
285,斗罗大陆,虹猫蓝兔,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
286,新手,丘比特,游戏,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
287,方案,剪纸,工作,,cross_category_low,0-30,4,二者不搭界,,unknown,0.50,
288,方案,摘记,工作,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
289,日出,日出,风景,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
290,日出,玄鸟,风景,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
291,日报,每天写,工作,,hint_like_high,70-90,70,关联度接近,,unknown,0.50,
292,日报,瞎子点灯,工作,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
293,日食,腰间小圆,宇宙,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
294,早起,引力波,生活,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
295,星座,造型表现,宇宙,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
296,星游记,妖精尾巴,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
297,星游记,数码宝贝,动漫,动漫,near_synonym_high,75-90,82,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
298,星游记,海贼王,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
299,星游记,礁石,动漫,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
300,晚睡,小行星,生活,,cross_category_low,0-30,5,二者不搭界,,unknown,0.50,
301,晚霞,云层晕彩,风景,,hint_like_high,70-90,70,关联度中等,,unknown,0.50,
302,晾晒,亡羊补牢,生活,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
303,暴击,晚睡,游戏,,cross_category_low,0-30,6,二者不搭界,,unknown,0.50,
304,月球,惊喜,宇宙,,cross_category_low,0-30,9,二者不搭界,,unknown,0.50,
305,月食,柔美唱腔,宇宙,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
306,月饼,热切,美食,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
307,朗读,化学,学习,,cross_category_low,0-30,20,语义不同,,unknown,0.50,
308,朗读,挤压,学习,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
309,未闻花名,咒术回战,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
310,未闻花名,画江湖,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
311,未闻花名,银魂,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
312,朱雀,清风穿行,神话,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
313,李时珍,资治通鉴,人物,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
314,李白,混血儿,人物,,cross_category_low,0-30,10,二者不搭界,,unknown,0.50,
315,材料,材料,学科,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
316,村民,影子,狼人杀,,same_category_mid,60-70,70,都为狼人杀，范围接近,,unknown,0.50,
317,杨戬,劈山救母,神话,,hint_like_high,70-90,80,后者为前者具体事迹,,unknown,0.50,
318,杯弓蛇影,恐慌由假,成语,,hint_like_high,70-90,70,意思接近,,unknown,0.50,
319,杯水车薪,杯水车薪,歇后语,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
320,杯水车薪,母子转变,歇后语,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
321,杯水车薪,编钟,歇后语,,cross_category_low,0-30,10,二者不搭界,,unknown,0.50,
322,极光,函谷关,风景,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
323,极光,极光,风景,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
324,林俊杰,超新星,歌手,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
325,林黛玉,挟天子,人物,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
326,果汁,判定,美食,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
327,果汁,协同,美食,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
328,果汁,果汁,美食,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
329,查阅,检索文献,学习,,hint_like_high,70-90,80,关联度较高,,unknown,0.50,
330,柳宗元,叙事,人物,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
331,柳宗元,柳宗元,人物,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
332,梯田,梯田,风景,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
333,植物,无顾虑,学科,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
334,欣喜,批改,情感,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
335,欣慰,经济,感情,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
336,欣赏,小年,情感,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
337,欣赏,欣慰,情感,,same_category_mid,60-70,60,有相同的字但意思不对,,unknown,0.50,
338,死神,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
339,死神,青之驱魔师,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
340,死神,鬼灭之刃,动漫,动漫,near_synonym_high,75-90,82,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
341,气候,你是猪,学科,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
342,气象,卤味,学科,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
343,汉堡,京剧,美食,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
344,汤圆,稻田,美食,,cross_category_low,0-30,4,二者不搭界,,unknown,0.50,
345,汤圆,饺子,美食,,same_category_mid,60-70,70,关联度较高,,unknown,0.50,
346,沙拉,近乎无物,美食,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
347,河伯,神农,神话,,same_category_mid,60-70,60,都是神话，但关联度不高,,unknown,0.50,
348,法学,法学,学科,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
349,泡澡,热水,生活,,hint_like_high,70-90,80,较为接近,,unknown,0.50,
350,泡芙,泡芙,美食,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
351,泥菩萨过,兔子尾巴,歇后语,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
352,洗漱,樱桃小丸子,生活,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
353,洗碗,面霜,生活,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
354,流星雨,陨石,宇宙,,same_category_mid,60-70,60,关联度中等,,unknown,0.50,
355,测绘,测绘,学科,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
356,海洋,潮汐,学科,,hint_like_high,70-90,70,关联度中等,,unknown,0.50,
357,海湾,雾气起,风景,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
358,海贼王,大鱼海棠,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
359,海贼王,数码宝贝,动漫,动漫,near_synonym_high,75-90,82,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
360,淋浴,淋浴,生活,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
361,混血儿,可变阵营,狼人杀,,hint_like_high,70-90,90,很接近,,unknown,0.50,
362,温馨,依恋,感情,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
363,游戏王,农学,动漫,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
364,游戏王,白蛇缘起,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
365,游戏王,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
366,游戏王,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
367,湖畔,湖畔,风景,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
368,滥竽充数,复活,成语,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
369,潜伏,等时机,动作,,hint_like_high,70-90,80,关联度较高,,unknown,0.50,
370,潜狼,瞎子点灯,狼人杀,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
371,激动,兴奋,感情,,hint_like_high,70-90,70,近义词,,unknown,0.50,
372,激动,阻力小,感情,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
373,灌篮高手,海贼王,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
374,灌篮高手,灌篮高手,动漫,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
375,灌篮高手,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
376,火影,虹猫蓝兔,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
377,火影,进击的巨人,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
378,火影,龙猫,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
379,火锅,按部就班,美食,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
380,灯谜,元宵娱乐,文化,,hint_like_high,70-90,70,包含关系,,unknown,0.50,
381,灯谜,泪成珠,文化,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
382,灵笼,灵笼,动漫,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
383,灵笼,犬夜叉,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
384,灵笼,虹猫蓝兔,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
385,灵笼,鬼灭之刃,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
386,炸鸡,烤鸭,美食,,same_category_mid,60-70,70,种类相同,,unknown,0.50,
387,烤鱼,陶器,美食,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
388,热切,断绝退路,情感,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
389,熊出没,牺牲,动漫,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
390,熊出没,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
391,熊出没,龙猫,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
392,熬夜,次日困,生活,,hint_like_high,70-90,70,二者有先后顺序,,unknown,0.50,
393,父亲节,任务,节日,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
394,父亲节,哑巴吃黄连,节日,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
395,犬夜叉,破魔,动漫,,hint_like_high,70-90,80,易于联想,,unknown,0.50,
396,犬夜叉,虹猫蓝兔,动漫,动漫,near_synonym_high,75-90,82,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
397,犬夜叉,青之驱魔师,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
398,犬夜叉,鬼灭之刃,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
399,狐妖小红娘,白蛇缘起,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
400,狐妖小红娘,虹猫蓝兔,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
401,狐妖小红娘,青之驱魔师,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
402,狗咬吕洞宾,狗咬吕洞宾,歇后语,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
403,狗咬吕洞宾,猎魔人,歇后语,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
404,狼王,行当,狼人杀,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
405,狼骑士,徒劳幻想,狼人杀,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
406,狼骑士,无一落空,狼人杀,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
407,猎魔人,机械狼,狼人杀,,same_category_mid,60-70,70,都为狼人杀，范围接近,,unknown,0.50,
408,猎魔人,梦魇,狼人杀,,same_category_mid,60-70,70,都为狼人杀，范围接近,,unknown,0.50,
409,猪八戒照镜,夹在中间,歇后语,,hint_like_high,70-90,70,语义较为接近，但后者非歇后语,,unknown,0.50,
410,猪八戒照镜,执干戚,歇后语,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
411,猪八戒照镜,进退失据,歇后语,,hint_like_high,70-90,80,字面意思接近，但后者非歇后语,,unknown,0.50,
412,玄鸟,分明清楚,神话,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
413,王安石,王安石,人物,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
414,王安石,青之驱魔师,人物,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
415,班固,史书,人物,,hint_like_high,70-90,80,后者为事迹，但不单属于前者,,unknown,0.50,
416,理发,步行区,生活,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
417,理发,理发,生活,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
418,生态,圣诞,学科,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
419,生物,梦魇,学科,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
420,画地为牢,自我束缚,成语,,hint_like_high,70-90,80,关联度较高,,unknown,0.50,
421,画江湖,早晨,动漫,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
422,画蛇添足,适得其反,成语,,hint_like_high,70-90,70,仅字面意思接近,,unknown,0.50,
423,疑惑,小幸运,情感,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
424,疲惫,杨千嬅,感情,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
425,白泽,鲲鹏,神话,,same_category_mid,60-70,60,都是神话，但关联度不高,,unknown,0.50,
426,白狼王,邪灵,狼人杀,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
427,白狼王,鲛人,狼人杀,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
428,白虎,玄女,神话,,same_category_mid,60-70,60,都是神话，但关联度不高,,unknown,0.50,
429,白蛇缘起,敬佩,动漫,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
430,白蛇缘起,虹猫蓝兔,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
431,白蛇缘起,青之驱魔师,动漫,动漫,near_synonym_high,75-90,82,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
432,白露,地表湿,节日,,hint_like_high,70-90,80,意思接近但后者非节日,,unknown,0.50,
433,白露,白露,节日,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
434,百发百中,手感准,成语,,hint_like_high,70-90,70,字面意思接近,,unknown,0.50,
435,皮影,幕后操偶,文化,,hint_like_high,70-90,80,较为接近,,unknown,0.50,
436,皮影,春分,文化,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
437,皮肤,皮肤,游戏,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
438,皮雕,现场呈现,文化,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
439,盘古,盘古,神话,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
440,盘瓠,犬神,神话,,hint_like_high,70-90,70,同类型,,unknown,0.50,
441,盘腿,坐定,动作,,hint_like_high,70-90,70,字面意思有关联系,,unknown,0.50,
442,盲人摸象,盲人摸象,成语,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
443,相声,包袱连连,文化,,hint_like_high,70-90,80,关联度较高,,unknown,0.50,
444,相柳,邓紫棋,神话,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
445,真挚,情感纯粹,情感,,hint_like_high,70-90,80,关联度较高,,unknown,0.50,
446,石像鬼,狼王,狼人杀,,same_category_mid,60-70,70,都为狼人杀，范围接近,,unknown,0.50,
447,石像鬼,石像鬼,狼人杀,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
448,碑刻,篾条成形,文化,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
449,祖冲之,讨论,人物,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
450,祭司,热乎,狼人杀,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
451,禁锢者,驯熊师,狼人杀,,same_category_mid,60-70,70,都为狼人杀，范围接近,,unknown,0.50,
452,离职,冬至,工作,,cross_category_low,0-30,3,二者不搭界,,unknown,0.50,
453,秃子头上,平和,歇后语,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
454,秃子头上,无遮无掩,歇后语,,hint_like_high,70-90,70,字面意思接近,,unknown,0.50,
455,租房,拍照,生活,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
456,秦始皇,烤鸭,人物,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
457,秦时明月,喜羊羊,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
458,秦时明月,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
459,秦时明月,虹猫蓝兔,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
460,秦时明月,随从群,动漫,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
461,秧歌,扭动队列,文化,,hint_like_high,70-90,70,关联度中等,,unknown,0.50,
462,稻香,告白,歌曲,,same_category_mid,60-70,60,关联度中等,,unknown,0.50,
463,稻香,攀向高处,歌曲,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
464,稻香,网球王子,歌曲,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
465,立冬,后来,节日,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
466,立冬,寒意重,节日,,hint_like_high,70-90,90,关联度较高,,unknown,0.50,
467,策略,排兵布阵,游戏,,hint_like_high,70-90,70,后者属于前者一种,,unknown,0.50,
468,签证,指鹿为马,旅游,,cross_category_low,0-30,4,都是旅游，但关联度不高,,unknown,0.50,
469,篆书,字形古雅,文化,,hint_like_high,70-90,70,包含,,unknown,0.50,
470,篆刻,花海,文化,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
471,粥品,粥品,美食,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
472,粽子,对牛弹琴,美食,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
473,粽子,粽子,美食,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
474,糖葫芦,火属性,美食,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
475,红猪,大鱼海棠,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
476,红猪,星游记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
477,红猪,海贼王,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank3,hard_negative_miner_v1,auto_miner,0.55,
478,红豆,轨道群,歌曲,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
479,纸上谈兵,拓印,典故,,cross_category_low,0-30,3,二者不搭界,,unknown,0.50,
480,纸上谈兵,期待,典故,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
481,纸里包火,鬼狐故事,歇后语,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
482,网球王子,罗小黑战记,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
483,网球王子,虹猫蓝兔,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
484,美少女战士,咒术回战,动漫,动漫,related_mid,60-75,68,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
485,美少女战士,犬夜叉,动漫,动漫,hard_negative_low,0-25,15,failed_top3_confusion_rank2,hard_negative_miner_v1,auto_miner,0.55,
486,美少女战士,银魂,动漫,动漫,hard_negative_low,0-25,15,failed_top1_confusion,hard_negative_miner_v1,auto_miner,0.55,
487,美术,骑士,学科,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
488,羞涩,跳跃,情感,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
489,羡慕,眼红,感情,,hint_like_high,70-90,90,非常接近了,,unknown,0.50,
490,翻译,翻译,学习,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
491,老子,函谷关,人物,,hint_like_high,70-90,80,后者易于联想到前者,,unknown,0.50,
492,考试,鬼怪装,学习,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
493,肉夹馍,越剧,美食,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
494,背水一战,退无可退,典故,,hint_like_high,70-90,80,环境相同,,unknown,0.50,
495,自检,打包,工作,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
496,自相矛盾,拿鸡毛,成语,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
497,舞狮,托运,文化,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
498,船到桥头,剑术,歇后语,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
499,船到桥头,终会解决,歇后语,,hint_like_high,70-90,80,语义接近,,unknown,0.50,
500,花木兰,巾帼英雄,人物,,hint_like_high,70-90,70,包含关系,,unknown,0.50,
501,苏轼,居安思危,人物,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
502,苏轼,抬头,人物,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
503,苦闷,愤怒,感情,,same_category_mid,60-70,60,情感强度不同,,unknown,0.50,
504,范仲淹,秦始皇,人物,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
505,草船借箭,计谋,典故,,hint_like_high,70-90,70,后者包含前者,,unknown,0.50,
506,蒲松龄,联机,人物,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
507,蔡依林,发呆,歌手,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
508,薛之谦,满足,歌手,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
509,蛋挞,自豪,美食,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
510,蜡笔小新,哆啦A梦,动漫,动漫,near_synonym_high,75-90,82,failed_top3_confusion_rank2,suggested_relabel_ab_v1,auto_relabel,0.80,
511,蜡笔小新,妖精尾巴,动漫,动漫,near_synonym_high,75-90,82,failed_top3_confusion_rank3,suggested_relabel_ab_v1,auto_relabel,0.80,
512,蜡笔小新,罗小黑战记,动漫,动漫,related_mid,60-75,68,failed_top1_confusion,suggested_relabel_ab_v1,auto_relabel,0.80,
513,螺蛳粉,冬至,美食,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
514,血月使者,茶园,狼人杀,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
515,觅食,引力,旅游,,cross_category_low,0-30,3,二者不搭界,,unknown,0.50,
516,视角,烤鸭,游戏,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
517,视角,镜头位置,游戏,,hint_like_high,70-90,80,词义上接近，但后者只是前者的一个方面,,unknown,0.50,
518,解答,看风景,学习,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
519,触龙说赵,祭灶,典故,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
520,计算,大雪,学科,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
521,订房,亮起来,旅游,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
522,讨论,鲁迅,学习,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
523,记忆,流星雨,学习,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
524,评审,镇魂街,工作,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
525,评弹,书场表演,文化,,hint_like_high,70-90,90,很接近,,unknown,0.50,
526,评弹,降雨量,文化,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
527,负荆请罪,推挡,典故,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
528,走位,走位,游戏,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
529,走位,躲技能,游戏,,hint_like_high,70-90,90,很接近,,unknown,0.50,
530,趁热打铁,趁热打铁,成语,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
531,越剧,委屈,文化,,nonsense_low,0-20,2,毫无关联,,unknown,0.50,
532,跟踪,杜甫,工作,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
533,跳跃,跳跃,动作,,same_answer_exact,95-100,100,完全一样,,unknown,0.50,
534,踮脚,拓印,动作,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
535,转机,刺绣,旅游,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
536,轻松,盘古,感情,,cross_category_low,0-30,7,二者不搭界,,unknown,0.50,
