text_a,text_b,score
影子,汉堡,0.25
鹤立鸡群,漫步,0.15
林俊杰,薛之谦,0.8
自检,释然,0.21
提问,岳飞,0.25
推挡,瞎子点灯,0.15
林黛玉,文学,0.14
狗咬吕洞宾,掉线,0.28
红豆,犬夜叉,0.17
合成,盲人摸象,0.17
天王星,天王星,0.99
匆匆那年,后来,0.91
手柄,挤压,0.18
馒头,评弹,0.19
感恩节,喜羊羊,0.2
园艺,影子,0.1
薛之谦,林俊杰,0.82
组队,果汁,0.22
郁闷,班固,0.17
白痴,白痴,0.99
辛弃疾,那英,0.18
铃芽之旅,星游记,0.6
冲茶,催办,0.12
四面楚歌,懊悔,0.09
踢踏,狐妖小红娘,0.12
行星,行李,0.22
守卫,立夏,0.17
塔防,狗尾续貂,0.16
逻辑,熊出没,0.25
惬意,引力,0.08
关羽,哑巴吃黄连,0.24
游戏王,漆器,0.11
鸡犬升天,感动,0.12
张信哲,林俊杰,0.89
美术,麻雀虽小,0.15
星球,石像鬼,0.09
失望,古镇,0.17
陈奕迅,李荣浩,0.82
范仲淹,墙头草,0.27
完璧归赵,小满,0.21
提问,隐狼,0.18
鲁迅,陨石,0.1
画江湖,画江湖,0.99
黔驴技穷,画龙点睛,0.22
王力宏,张信哲,0.88
负荆请罪,掩耳盗铃,0.13
里程碑,风车,0.12
看海,测试,0.27
沙拉,听讲,0.08
入职,破釜沉舟,0.09
陈奕迅,梁静茹,0.87
方案,触龙说赵,0.19
下线,温柔,0.25
向导,面条,0.23
匹配,匹配,0.99
顺水推舟,倒挂,0.27
盘古,豆浆,0.09
滥竽充数,背水一战,0.22
汉堡,冲茶,0.27
欣赏,雪中送炭,0.19
山脊,龙猫,0.25
自相矛盾,父亲节,0.12
烦闷,日食,0.25
视角,地理,0.17
土星,瞎子摸象,0.14
苏轼,熊,0.21
叶公好龙,副本,0.1
老马识途,鬼灭之刃,0.09
纸里包火,一箭双雕,0.24
红豆,驯熊师,0.14
花海,花海,0.99
村民,伤心,0.15
孙燕姿,谭维维,0.57
厌烦,进击的巨人,0.14
推挡,民宿,0.09
向导,搬家,0.09
林俊杰,张学友,0.84
韩愈,韩愈,0.99
告白,告白气球,0.79
岳飞,一箭双雕,0.24
香道,香道,0.99
午休,挤压,0.26
亡羊补牢,天王星,0.12
面条,秦时明月,0.17
天体,猎人,0.19
骑士,骑士,0.99
租房,风之谷,0.12
弓步,梯田,0.2
摄梦人,灵笼,0.28
烧饼,培训,0.2
卫星,轻松,0.14
技能,午休,0.12
虹猫蓝兔,数码宝贝,0.56
魔女宅急便,平凡之路,0.58
张学友,孙燕姿,0.83
张杰,邓紫棋,0.83
名不副实,隐狼,0.17
梁静茹,毛不易,0.8
许嵩,薛之谦,0.89
海阔天空,犬夜叉,0.16
蚩尤,礁石,0.24
红猪,一拳超人,0.57
湖泊,京剧,0.12
林间,红豆,0.09
星球,租房,0.17
铃芽之旅,漆器,0.26
打卡,手柄,0.2
腾挪,趁热打铁,0.17
李荣浩,井水不犯,0.25
理解,太阳系,0.12
地球,猪八戒照镜,0.12
王菲,蔡依林,0.92
逛街,孙燕姿,0.21
杨千嬅,张信哲,0.84
盲人摸象,社会,0.16
后来我们,默写,0.08
宇宙,测绘,0.15
国画,实验,0.12
麻花,斗破苍穹,0.13
森林,朗读,0.19
以卵击石,嫉妒,0.09
雪峰,张杰,0.16
约法三章,约法三章,0.99
戏曲,护理,0.16
张信哲,谭维维,0.88
侧步,侧步,0.99
期待,医学,0.17
厌烦,预备役,0.19
梁静茹,薛之谦,0.8
小幸运,编钟,0.21
森林,滑行,0.18
皮肤,肉夹馍,0.15
芒种,雪峰,0.11
杨千嬅,周杰伦,0.88
自豪,狼人,0.11
刀剑神域,计算,0.22
收拾,星云,0.11
刘德华,激动,0.22
王力宏,谭维维,0.87
国画,天文,0.27
练习,测绘,0.14
露营,露营,0.99
厌烦,井然有序,0.26
薛之谦,邓紫棋,0.9
那英,蔡依林,0.79
判官,守口如瓶,0.27
禁锢者,彩陶,0.11
轻松,轻松,0.99
郑板桥,哆啦A梦,0.27
对症下药,甜品,0.14
蹲下,机械狼,0.14
答辩,名不副实,0.22
立夏,生态,0.18
单机,叶公好龙,0.1
奶茶,新手,0.11
鲛人,森林,0.21
母亲节,触龙说赵,0.14
释怀,释怀,0.99
晚睡,熬夜,0.87
狼狈为奸,剪纸,0.15
犬夜叉,妖精尾巴,0.47
杨千嬅,张学友,0.9
鸡犬升天,鸡犬升天,0.99
魔女宅急便,苏轼,0.1
惋惜,狐妖小红娘,0.1
李白,悬梁刺股,0.25
秋分,立秋,0.81
抄写,盗贼,0.24
轻松,黔驴技穷,0.21
毛不易,张信哲,0.81
探图,王力宏,0.2
汉堡,汇总,0.2
王菲,那英,0.9
皮影,攻略,0.15
古镇,护肤,0.15
感动,后退,0.18
上课,麻辣烫,0.09
京剧,约法三章,0.27
自豪,自豪,0.99
听写,小雪,0.24
趁热打铁,粥品,0.27
刘德华,陈奕迅,0.82
翻译,泥塑,0.19
判官,存档,0.13
铃芽之旅,破釜沉舟,0.08
牛排,毛遂自荐,0.19
教程,粥品,0.25
杨千嬅,薛之谦,0.89
火星,懊悔,0.16
熊,未闻花名,0.2
后来我们,里程碑,0.2
杯弓蛇影,豆花,0.26
甜品,处暑,0.14
机械狼,狼人,0.89
安心,工程,0.21
天体,上网,0.26
风之谷,免税,0.08
铁公鸡,日报,0.22
刀剑神域,熊出没,0.6
魔女宅急便,魔女宅急便,0.99
纸上谈兵,纸上谈兵,0.99
平静,狼美人,0.24
守墓人,锦上添花,0.19
油菜花,天气之子,0.12
冰川,负薪读书,0.16
梯田,复盘,0.21
谭维维,林俊杰,0.8
牧场,解谜,0.21
肉夹馍,熊出没,0.09
工程,鲛人,0.1
王菲,林俊杰,0.65
梁静茹,刘德华,0.8
园艺,做作业,0.26
谭维维,谭维维,0.99
秦时明月,不良人,0.48
王安石,王安石,0.99
自豪,借刀杀人,0.27
昆曲,值班,0.13
讨论,云雾,0.17
冰川,纸上谈兵,0.12
汇总,外星人,0.12
周杰伦,张学友,0.85
纸鸢,告白,0.2
宇宙,龙舟,0.24
顺水推舟,石像鬼,0.13
安心,安心,0.99
伸展,逛馆,0.2
单刀赴会,瞎子点灯,0.08
王力宏,陈奕迅,0.82
国庆,国庆,0.99
记忆,岳飞,0.22
苦闷,雪中送炭,0.1
摘记,换汇,0.1
王力宏,按部就班,0.15
期待,运动,0.18
居安思危,盘古,0.17
蚩尤,教程,0.18
邯郸学步,心酸,0.12
踮脚,卫星,0.2
一字千金,陨石,0.19
嫦娥,灯谜,0.2
篆书,草原,0.22
写作,你的名字,0.14
逛街,喜悦,0.22
勇气,触龙说赵,0.12
激昂,咖喱,0.26
李清照,平静,0.2
无聊,前进,0.24
蔡依林,梁静茹,0.78
井底青蛙,樱桃小丸子,0.1
伤心,瞎子戴眼镜,0.16
全职猎人,不良人,0.58
粽子,麻雀虽小,0.14
盘瓠,盘腿,0.08
告白,望梅止渴,0.19
兴奋,礁石,0.26
轮岗,激昂,0.12
判官,铁公鸡,0.18
地质,攻略,0.19
海贼王,犬夜叉,0.59
卡关,俯卧,0.11
预读,漆器,0.21
复述,杯水车薪,0.13
十年,后来我们,0.52
一箭双雕,海王星,0.13
豆腐,预读,0.16
那英,王力宏,0.8
柳宗元,韩愈,0.49
鲁迅,俯卧,0.25
冲茶,沙漠,0.13
羡慕,弓步,0.11
练习,愚者,0.19
熊出没,李时珍,0.16
炸鸡,龙舟,0.18
礁石,石雕,0.26
忐忑,紧张,0.83
暴击,暴击,0.99
青铜,狗咬吕洞宾,0.26
负薪读书,张信哲,0.12
轻松,兔子尾巴,0.12
竹海,升级,0.17
惬意,抬头,0.22
酸奶,心理,0.16
光年之外,值机,0.26
李荣浩,张学友,0.89
后来我们,起风了,0.83
酸奶,汇报,0.21
唇亡齿寒,练习,0.15
麻辣烫,迷茫,0.2
皮影,淡定,0.28
向导,公会,0.09
教程,石桥,0.26
画江湖,俯冲,0.1
虹猫蓝兔,午休,0.23
背诵,跳跃,0.22
上课,空间站,0.16
老子,画龙点睛,0.09
孙燕姿,薛之谦,0.92
考古,登顶,0.16
王力宏,薛之谦,0.83
惊喜,评弹,0.19
数码宝贝,鬼灭之刃,0.53
那英,谭维维,0.86
煎饼,大鱼海棠,0.1
周深,谭维维,0.85
擀面杖吹火,提问,0.21
数码宝贝,预读,0.16
竹编,白虎,0.11
名不副实,嫦娥,0.13
社会,投标,0.23
早起,酸辣粉,0.15
邓紫棋,陈奕迅,0.87
法学,养宠,0.24
七夕,观光,0.23
惆怅,交接,0.12
约法三章,模拟,0.09
云雾,狼美人,0.14
灵笼,做作业,0.27
阅读,星系,0.22
画地为牢,平静,0.09
薛之谦,张信哲,0.83
灌篮高手,起风了,0.56
午休,杜甫,0.19
翻译,愤懑,0.19
那英,王菲,0.86
春分,庙会,0.23
李荣浩,梁静茹,0.9
薛之谦,张杰,0.89
夸父,花木兰,0.09
彗星,银魂,0.11
预言家,下线,0.12
趁热打铁,苏轼,0.25
勇气,激昂,0.09
毛不易,冷漠,0.15
转身,悬崖,0.17
杨千嬅,孙燕姿,0.79
订票,圣斗士,0.27
地质,开心,0.15
陨石,植物,0.2
请假,汉堡,0.18
樱桃小丸子,樱桃小丸子,0.99
午休,白泽,0.13
理财,刺绣,0.22
林俊杰,毛不易,0.82
早起,交付,0.08
刘德华,观光,0.13
评审,抄写,0.21
张信哲,周杰伦,0.87
狼狈为奸,数码宝贝,0.19
狐妖小红娘,祝融,0.27
望远镜,丘比特,0.12
汉堡,狼美人,0.26
伸手,疲惫,0.14
蹒跚,排位,0.19
墙头草,馒头,0.2
平和,社火,0.21
星座,淋浴,0.2
古镇,盘腿,0.17
梁静茹,张学友,0.9
草甸,拍手,0.26
蹲下,小溪,0.22
鬼灭之刃,幽游白书,0.61
陈奕迅,杨千嬅,0.9
刘德华,行李,0.12
狗尾续貂,依恋,0.15
投标,攻略,0.2
汤圆,死神,0.1
闯关,逛街,0.2
画江湖,一人之下,0.86
夔牛,铃芽之旅,0.21
俯身,哆啦A梦,0.09
欣赏,考古,0.24
拍景,网球王子,0.08
换汇,曹操,0.21
火影,合成,0.19
墙头草,森林,0.16
晾晒,白露,0.22
处暑,开心,0.25
大暑,历史,0.27
天文,新手,0.22
摄梦人,林俊杰,0.2
陈奕迅,毛不易,0.83
摘记,嫉妒,0.13
邓紫棋,李荣浩,0.82
请假,狼美人,0.26
梁静茹,孙燕姿,0.89
张信哲,张杰,0.89
书法,通话,0.17
喜羊羊,平和,0.24
卡关,上线,0.09
王力宏,张学友,0.8
柳宗元,神农,0.11
拍照,越剧,0.25
借刀杀人,酸辣粉,0.26
孙燕姿,邓紫棋,0.79
秦始皇,惊喜,0.15
引力波,朱雀,0.24
冰淇淋,通灵师,0.15
那英,刘德华,0.84
孟婆,罗小黑战记,0.18
跳跃,竹海,0.26
晒衣,晾晒,0.79
震撼,狐妖小红娘,0.13
复盘,打扫,0.12
高山流水,嫉妒,0.26
联机,弯腰,0.26
守夜人,程门立雪,0.18
拍景,入职,0.15
惊蛰,丘比特,0.22
阎罗,按兵不动,0.21
练习,盲人摸象,0.17
刘德华,千与千寻,0.19
毛不易,梁静茹,0.8
演员,演员,0.99
李荣浩,许嵩,0.88
行星,盗贼,0.23
刑天,泡芙,0.16
王安石,元旦,0.13
小幸运,匆匆那年,0.79
露台,里程碑,0.17
旋转,李荣浩,0.15
海浪,司马迁,0.18
挟天子,购物,0.1
社会,沙漠,0.24
全职猎人,技能,0.12
咒术回战,守口如瓶,0.13
火箭,碑刻,0.24
破釜沉舟,行星,0.1
翻滚,翻滚,0.99
那英,杜甫,0.1
山脊,谷雨,0.08
塔防,韩愈,0.17
篆书,篆书,0.99
孔子,千与千寻,0.11
销假,梦魇,0.16
复习,测试,0.24
围魏救赵,女魃,0.18
记忆,谷雨,0.19
孟婆,组队,0.12
刀剑神域,借刀杀人,0.14
泡芙,梦魇,0.24
幽游白书,行李,0.27
白虎,火锅,0.26
心理,通灵师,0.24
秋分,立冬,0.64
烤鱼,烤鱼,0.99
愤怒,归纳,0.27
馄饨,西王母,0.26
抽卡,露台,0.27
刺绣,父亲节,0.23
女魃,皮影,0.15
秦时明月,气象,0.16
圣斗士,豆浆,0.11
打卡,晒衣,0.15
复述,复述,0.99
陈奕迅,那英,0.82
诸葛亮,激动,0.09
画蛇添足,饺子,0.1
培训,夏至,0.09
言叶之庭,粥品,0.19
林俊杰,刘德华,0.84
探图,后来,0.28
孙燕姿,周杰伦,0.89
刻舟求剑,美术,0.16
张信哲,蔡依林,0.83
握拳,控蓝,0.24
疲惫,约法三章,0.15
进击的巨人,搬家,0.12
外星人,测试,0.26
张杰,薛之谦,0.89
虹猫蓝兔,犬夜叉,0.54
李白,考古,0.27
不良人,夜游,0.09
暴击,竹篮打水,0.21
溪流,后来我们,0.24
吹笛者,吹笛者,0.99
收拾,神农,0.17
做题,失望,0.08
超新星,礁石,0.22
存档,斗破苍穹,0.28
林俊杰,花灯,0.1
火箭,趁热打铁,0.09
机械狼,过图,0.19
年画,汇报,0.19
画江湖,不良人,0.8
收拾,平和,0.15
失落,做作业,0.18
暗物质,暗物质,0.99
蔡依林,张信哲,0.83
哲学,周深,0.1
梁静茹,李荣浩,0.83
晴天,心疼,0.28
龙猫,大禹,0.13
前进,连击,0.21
气象,豆浆,0.24
大公无私,超新星,0.11
刷本,小葱拌豆腐,0.28
贾宝玉,谭维维,0.15
背诵,逻辑,0.18
张学友,林俊杰,0.84
天空之城,海贼王,0.85
掉线,死神,0.22
毛不易,张学友,0.81
诸葛亮,大鱼海棠,0.18
混血儿,前进,0.16
握拳,冷漠,0.14
物理,物理,0.99
林俊杰,那英,0.85
王力宏,林俊杰,0.89
刀剑神域,惊蛰,0.14
虹猫蓝兔,刀剑神域,0.84
夔牛,羞涩,0.13
做饭,工程,0.15
哆啦A梦,平和,0.13
王菲,河伯,0.1
跟踪,星游记,0.17
芒种,驯熊师,0.22
药学,会议,0.24
机械狼,张衡,0.13
狼王,白狼王,0.53
图穷匕见,立春,0.13
烦闷,麻辣烫,0.25
李荣浩,过图,0.1
指鹿为马,指鹿为马,0.99
后来我们,灌篮高手,0.56
李荣浩,邓紫棋,0.91
烤鸭,烤鸭,0.99
杯水车薪,日食,0.15
牧场,皮肤,0.23
鲛人,陶瓷,0.22
馄饨,梦魇,0.17
一拳超人,代数,0.09
排查,合成,0.28
漫步,年画,0.27
陶瓷,陶瓷,0.99
体面,演员,0.55
外星人,公会,0.25
溪流,复活,0.09
教育,泡汤,0.25
银河,星系,0.82
天王星,海王星,0.78
通话,写作,0.21
孙悟空,兔子尾巴,0.2
弹跳,告白,0.22
张杰,王力宏,0.81
熬夜,晚睡,0.87
黑洞,登机,0.25
处暑,做饭,0.24
杯弓蛇影,共工,0.19
张学友,邓紫棋,0.58
通话,记忆,0.22
彩陶,大公无私,0.09
粥品,兔子尾巴,0.14
蛋挞,愤懑,0.13
拍景,祝融,0.25
打野,紧张,0.27
星游记,熊出没,0.62
远程,孤寂,0.18
孔子,青之驱魔师,0.13
溪流,杨千嬅,0.1
鲛人,心猿意马,0.19
张信哲,薛之谦,0.79
刘德华,梁静茹,0.86
牛排,牛排,0.99
夜色,起床,0.15
惊喜,愤怒,0.2
借刀杀人,杨戬,0.12
草原,复活节,0.12
看海,王羲之,0.21
换汇,地球,0.26
王力宏,周杰伦,0.82
合成,关羽,0.1
林黛玉,梁静茹,0.18
写作,组队,0.21
蔡依林,王菲,0.86
百发百中,麻辣烫,0.17
风之谷,狗尾续貂,0.24
张信哲,李荣浩,0.81
王安石,红移,0.23
换汇,体面,0.28
杯水车薪,大禹,0.1
俯卧,兔子尾巴,0.22
秧歌,订房,0.23
立冬,排查,0.12
新手,演员,0.24
斗罗大陆,出境,0.17
虹猫蓝兔,女娲,0.14
周深,周杰伦,0.58
星球,调休,0.24
震惊,加班,0.13
青花瓷,猎人,0.18
惊蛰,欣喜,0.08
铃芽之旅,画蛇添足,0.16
免税,文学,0.19
杨千嬅,李荣浩,0.9
背诵,默写,0.59
大禹,文学,0.1
冬至,星系,0.16
周深,杯弓蛇影,0.09
园艺,对牛弹琴,0.18
狼骑士,魔女宅急便,0.2
打扫,梯田,0.18
秀才遇鬼,地理,0.22
碑刻,订票,0.11
披萨,暴击,0.26
代数,评弹,0.12
美术,孟婆,0.15
白露,樱花,0.25
魔女宅急便,唇亡齿寒,0.16
转机,李时珍,0.27
轨道,联机,0.27
数码宝贝,妖精尾巴,0.81
熊出没,天空之城,0.47
登楼,火影,0.18
掉落,石桥,0.1
过图,处暑,0.14
王力宏,杨千嬅,0.9
十年,进击的巨人,0.2
周杰伦,杨千嬅,0.83
物理,赶鸭子上架,0.18
按兵不动,披萨,0.15
摘记,月食,0.09
升职,大鱼海棠,0.27
值机,寿司,0.28
做作业,握拳,0.14
搬家,预习,0.11
俯身,羞涩,0.28
陈奕迅,林俊杰,0.81
预言家,林俊杰,0.17
解答,伸手,0.13
程门立雪,八仙过海,0.14
风车,经济,0.12
名不副实,方案,0.13
张学友,七夕,0.14
联机,幽游白书,0.22
麒麟,处暑,0.15
儿童节,预读,0.21
老子,归纳,0.19
王菲,孙燕姿,0.84
井底青蛙,狼王,0.22
红猪,蹲下,0.21
守口如瓶,拉怪,0.22
连击,清明,0.23
流星雨,狗尾续貂,0.2
灌篮高手,排球少年,0.64
看夜景,归纳,0.27
斗罗大陆,青之驱魔师,0.87
小溪,秦始皇,0.24
毛不易,陈奕迅,0.88
画地为牢,猎魔人,0.18
点头,孟婆,0.13
林俊杰,王力宏,0.78
先知,先知,0.99
默写,勇气,0.16
狼骑士,震撼,0.2
竹竿进城,协同,0.08
纸里包火,名侦探柯南,0.2
卧薪尝胆,卧薪尝胆,0.99
上线,落座,0.13
惊恐,泥菩萨过,0.12
狼人,白狼,0.82
肉夹馍,肉夹馍,0.99
薛之谦,梁静茹,0.84
石像鬼,哪吒,0.15
彩陶,愉快,0.15
匆匆那年,后来我们,0.89
技能,排期,0.24
海阔天空,负薪读书,0.25
竹编,教育,0.21
月饼,懊悔,0.15
剪纸,盘腿,0.15
调休,沙漠,0.22
瞎子摸象,百发百中,0.12
村民,需求,0.13
上课,上课,0.99
自驾,自驾,0.99
匹配,京剧,0.18
开心,入职,0.13
夸父,夸父,0.99
船到桥头,破釜沉舟,0.09
盘瓠,雨水,0.11
值班,阎罗,0.12
谭维维,周杰伦,0.63
起风了,后来,0.79
言叶之庭,预言家,0.17
平和,租房,0.09
糖葫芦,敬佩,0.21
盘古,自豪,0.09
张信哲,王菲,0.79
跳跃,狗咬吕洞宾,0.23
青之驱魔师,失落,0.16
立项,井水不犯,0.1
梁静茹,陈奕迅,0.88
寿司,月食,0.27
震惊,文学,0.1
抬手,画地为牢,0.23
美术,春节,0.24
转身,美少女战士,0.27
考试,评弹,0.27
安心,哑巴吃黄连,0.23
元旦,沙拉,0.14
花田,范仲淹,0.23
开心,远程,0.13
瞎子摸象,狼狈为奸,0.18
毛不易,孙燕姿,0.9
毛不易,林俊杰,0.79
百发百中,面条,0.27
泡芙,记忆,0.2
平静,古城,0.22
谭维维,薛之谦,0.48
班固,火星,0.2
连麦,蛋挞,0.27
兴奋,刀剑神域,0.25
外星人,班固,0.16
拍手,冰川,0.14
张杰,周深,0.83
丢垃圾,勇气,0.13
螺蛳粉,踮脚,0.21
园艺,悲伤,0.13
激昂,不良人,0.16
张学友,王力宏,0.86
死神,持之以恒,0.18
全职猎人,咒术回战,0.52
丘比特,闻鸡起舞,0.15
邮轮,期待,0.14
鲲鹏,刷牙,0.12
杨千嬅,刘德华,0.88
公会,外卖,0.24
稻香,张信哲,0.16
复活,鲛人,0.23
臭豆腐,签证,0.13
星球,灵笼,0.13
冷漠,新手,0.13
火箭,蚩尤,0.27
青铜,冰淇淋,0.08
王菲,梁静茹,0.9
泡汤,统计,0.09
应龙,动物,0.12
陈奕迅,鲲鹏,0.08
诸葛亮,犬夜叉,0.14
夏至,十年,0.24
张学友,那英,0.89
大禹,卧冰求鲤,0.25
熊出没,熊出没,0.99
朱雀,俯身,0.09
饕餮,龙珠,0.24
千与千寻,真空,0.18
老鼠过街,踮脚,0.16
竹编,韩信,0.09
陆游,礁石,0.15
不良人,画江湖,0.82
惊恐,打扫,0.27
同舟共济,同舟共济,0.99
灌篮高手,网球王子,0.83
杨千嬅,王力宏,0.8
谭维维,王力宏,0.9
端午,游戏王,0.19
交付,山谷,0.21
掩耳盗铃,孔子,0.24
负薪读书,悬梁刺股,0.91
豆花,顺水推舟,0.2
小葱拌豆腐,斗破苍穹,0.19
探图,租车,0.09
谭维维,邓紫棋,0.92
全职猎人,死神,0.5
政治,政治,0.99
风之谷,那英,0.12
负薪读书,父亲节,0.13
薛之谦,张学友,0.87
刺客伍六七,妖精尾巴,0.45
俯卧,臭豆腐,0.1
妖精尾巴,星游记,0.89
远程,草船借箭,0.24
联机,洗漱,0.11
寿司,画江湖,0.14
重阳,哪吒,0.09
陶瓷,盘腿,0.17
狼美人,秧歌,0.27
组队,天文,0.23
勇气,茶园,0.17
风车,排球少年,0.24
地球,刻舟求剑,0.24
彩陶,闻鸡起舞,0.19
孙燕姿,张学友,0.88
交接,杯弓蛇影,0.2
陈奕迅,摇头,0.27
总结,总结,0.99
组队,数码宝贝,0.09
那英,李荣浩,0.84
豆浆,蹲下,0.21
后来我们,小幸运,0.81
副本,化学,0.15
春分,惊蛰,0.55
熊出没,图穷匕见,0.11
心理,理财,0.14
语文,语文,0.99
欣喜,一人之下,0.23
星游记,弯腰,0.16
风之谷,竹篮打水,0.09
糖葫芦,盗贼,0.09
豆浆,培训,0.23
镇魂街,镇魂街,0.99
后羿,林间,0.18
刀剑神域,抬手,0.15
紧张,梦魇,0.15
王力宏,那英,0.87
祖冲之,理财,0.1
周杰伦,张信哲,0.81
巫师,讨论,0.21
模拟,模拟,0.99
感恩,元宵,0.24
守墓人,通灵师,0.53
订票,梁静茹,0.14
盘古,心酸,0.25
东京喰种,红豆,0.14
护理,护理,0.99
杜甫,复活节,0.26
龙猫,落座,0.13
匆匆那年,策略,0.09
周杰伦,孙燕姿,0.89
张信哲,张学友,0.82
峡谷,觅食,0.24
全职猎人,推挡,0.2
美少女战士,美少女战士,0.99
王力宏,张杰,0.91
签证,火锅,0.11
按部就班,满足,0.12
做题,早起,0.27
攻略,平凡之路,0.15
欣赏,登机,0.18
披萨,千与千寻,0.12
斗罗大陆,集章,0.26
京剧,云雾,0.08
李白,图穷匕见,0.25
礁石,虹猫蓝兔,0.25
秃子头上,端午,0.16
薛之谦,李荣浩,0.85
惬意,背水一战,0.25
白狼,星系,0.21
玄武,酸奶,0.15
蔡依林,李荣浩,0.87
螺蛳粉,大雪,0.19
引力,同舟共济,0.18
哑巴吃黄连,黑洞,0.11
陈奕迅,张杰,0.89
纸里包火,陨石,0.15
护肤,邯郸学步,0.11
开心,愉快,0.87
相柳,小溪,0.16
交接,网购,0.26
张学友,画饼充饥,0.17
拉怪,踮脚,0.25
语文,勇气,0.09
机械狼,装修,0.19
惬意,沙拉,0.25
单机,司马光,0.09
踮脚,麻花,0.24
引力,煎饼,0.22
入职,墙头草,0.1
护肤,草原,0.16
毛不易,杨千嬅,0.88
一拳超人,玄鸟,0.08
春分,孙燕姿,0.25
张学友,梁静茹,0.87
毛不易,王菲,0.51
排期,王勃,0.16
社火,饺子,0.17
老马识途,鲁迅,0.16
刘德华,周杰伦,0.78
劳动节,洗衣,0.1
孙燕姿,李荣浩,0.9
晚霞,豆腐,0.25
红豆,十年,0.89
屈原,星球,0.16
陈奕迅,谭维维,0.82
租车,千与千寻,0.23
王菲,酆都,0.26
大雪,女魃,0.21
评弹,排位,0.25
稻香,碑刻,0.18
文学,文学,0.99
坦诚,坐船,0.21
体面,按部就班,0.14
刷牙,批改,0.21
那英,毛不易,0.79
女娲,掩耳盗铃,0.18
琴棋,柳宗元,0.12
秋分,摄梦人,0.16
小暑,愧疚,0.21
挟天子,井底青蛙,0.14
铃芽之旅,全职猎人,0.47
测绘,邯郸学步,0.09
芒种,煎饼,0.21
复述,铁公鸡,0.22
讲解,后来我们,0.15
薛之谦,美术,0.1
网球王子,灌篮高手,0.86
收拾,抄写,0.11
丹霞,麻花,0.22
月球,秦始皇,0.12
张良,张良,0.99
林俊杰,张杰,0.91
郑板桥,惋惜,0.22
昆曲,太阳系,0.21
老子,泥菩萨过,0.25
周深,梁静茹,0.86
推挡,茶壶里煮饺,0.24
那英,张杰,0.87
星球,影子,0.25
打扫,做家务,0.88
年画,开荒,0.09
夜游,披萨,0.16
许嵩,许嵩,0.99
平凡之路,国画,0.24
端午,自驾,0.26
纸上谈兵,嫉妒,0.11
魔术师,兴奋,0.13
孙燕姿,陈奕迅,0.86
母亲节,美术,0.27
王力宏,毛不易,0.91
测绘,面条,0.19
走位,先知,0.17
秋分,烦闷,0.12
提问,提问,0.99
过图,甜品,0.27
周杰伦,梁静茹,0.79
秃子头上,庄子,0.11
孟子,王力宏,0.24
数码宝贝,转机,0.14
星系,银河,0.85
做饭,井然有序,0.18
老马识途,触龙说赵,0.09
毛遂自荐,花海,0.09
哆啦A梦,刑天,0.25
租房,秃子头上,0.09
泥菩萨过,地理,0.18
外星人,圣诞,0.2
稻香,狗尾续貂,0.12
林间,林间,0.99
丹霞,演示,0.14
做题,做题,0.99
喜悦,护理,0.14
卡关,煎饼,0.26
秋分,洗衣,0.22
晴天,数学,0.11
周杰伦,那英,0.89
触龙说赵,触龙说赵,0.99
杨千嬅,张杰,0.81
趁热打铁,无奈,0.21
材料,复活,0.27
林俊杰,张信哲,0.89
忐忑,应龙,0.14
西王母,牛排,0.19
羞涩,羞怯,0.9
龙珠,镇魂街,0.59
滑行,白居易,0.18
粥品,腊八,0.22
四面楚歌,烤鸭,0.09
梁静茹,王菲,0.83
寒露,寒露,0.99
毛不易,周杰伦,0.82
海洋,海洋,0.99
空间站,空间站,0.99
谭维维,李荣浩,0.49
儿童节,拍景,0.13
那英,孙燕姿,0.91
楹联,天气之子,0.22
夔牛,油菜花,0.24
考试,登楼,0.09
气候,孙燕姿,0.23
压抑,苦闷,0.9
无奈,行李,0.26
赶车,协同,0.23
邓紫棋,林俊杰,0.8
整理,唇亡齿寒,0.19
丢垃圾,瞎子点灯,0.08
入职,名不副实,0.24
审核,行星,0.27
刺绣,大雪,0.11
俯冲,舞狮,0.09
语文,跟进,0.26
死神,孟婆,0.17
后来,起风了,0.85
无奈,大暑,0.16
山脊,托运,0.1
猫哭耗子,勇气,0.2
鲁迅,红豆,0.28
愚者,愚者,0.99
装修,潜狼,0.18
自驾,湖畔,0.27
山脊,剪纸,0.1
影子,经济,0.16
探图,孙悟空,0.15
篆刻,篆刻,0.99
逻辑,催办,0.16
灵笼,清明,0.11
井底青蛙,闻鸡起舞,0.24
手柄,演员,0.23
丹霞,狗尾续貂,0.19
听课,听课,0.99
草船借箭,草船借箭,0.99
泡澡,司马迁,0.25
百发百中,划点,0.17
破釜沉舟,郑和,0.21
掩耳盗铃,记忆,0.09
张杰,张信哲,0.78
悲伤,伤心,0.86
芒种,立夏,0.59
曹操,评弹,0.18
倒挂,投标,0.1
登楼,玄女,0.27
春节,刀剑神域,0.12
王羲之,泡芙,0.09
合成,圣诞,0.23
周杰伦,瞎子点灯,0.27
投标,惬意,0.12
谭维维,张信哲,0.8
升职,物理,0.09
觅食,雨水,0.26
鲛人,鲛人,0.99
自相矛盾,黔驴技穷,0.1
周杰伦,张杰,0.83
购物,网购,0.81
村民,斗破苍穹,0.25
郑板桥,井底之蛙,0.13
魔术师,招聘,0.2
森林,早起,0.25
邓紫棋,孙燕姿,0.8
沙拉,赶鸭子上架,0.18
