text_a,text_b,score
先知,哆啦A梦,0.1
护理,写论文,0.06
提问,投标,0.03
月食,青铜,0.07
村民,坐船,0.09
灯谜,负薪读书,0.08
稻田,露营,0.03
火锅,解答,0.06
影子,愤怒,0.06
夜色,投标,0.03
鲁迅,做饭,0.07
批改,寿司,0.08
装修,玄武,0.02
拿鸡毛,里程碑,0.04
守口如瓶,告白气球,0.07
悬梁刺股,祖冲之,0.06
暗能量,全职猎人,0.03
平凡之路,刘德华,0.08
感动,感动,0.94
狼人,狼人,0.95
惊讶,刻舟求剑,0.08
挥拳,唇亡齿寒,0.07
听课,羡慕,0.06
拍照,拍照,0.98
月饼,月饼,0.93
读书,策略,0.08
刺客伍六七,海王星,0.08
漫步,漫步,0.95
气候,上网,0.08
王力宏,汤圆,0.07
烤鸭,开心,0.03
青铜,影子,0.08
化学,天体,0.09
安心,迈步,0.07
司马光,樱花,0.06
云海,蒲松龄,0.03
动物,俯身,0.04
盘瓠,老马识途,0.04
烧烤,跳跃,0.08
庙会,庙会,0.9
八面玲珑,饕餮,0.08
瞎子戴眼镜,劳动节,0.08
李白,咖喱,0.06
盘古,张杰,0.05
文学,文学,0.94
总结,上课,0.07
木偶,蛋挞,0.03
狼狈为奸,狼狈为奸,0.95
林俊杰,林俊杰,0.93
欣慰,翻译,0.08
晚睡,狗尾续貂,0.09
翻译,兔子尾巴,0.03
管理,联机,0.06
汇报,东京喰种,0.03
俯身,打卡,0.08
稻田,玄武,0.03
海岸,按兵不动,0.06
背诵,煎饼,0.05
听写,狼王,0.05
跟踪,驯熊师,0.08
小暑,小暑,0.95
豆腐,豆腐,0.93
担忧,担忧,0.94
演员,演员,0.97
租车,入职,0.02
温柔,做梦,0.03
技能,蹲下,0.09
毛遂自荐,和尚打伞,0.04
盘腿,盘腿,0.98
大暑,大暑,0.97
剪纸,天空之城,0.04
愤懑,愤懑,0.9
鞠躬,杯水车薪,0.1
焦虑,黄鼠狼拜年,0.09
对症下药,联机,0.03
龙珠,逛馆,0.03
登顶,腾挪,0.04
法学,弯腰,0.09
沙漠,卧薪尝胆,0.07
挟天子,鲲鹏,0.08
刻舟求剑,郁闷,0.09
书法,书法,0.92
守株待兔,思念,0.06
馒头,馒头,0.93
毛遂自荐,山谷,0.04
搬家,月食,0.04
医学,篆刻,0.05
祭司,重阳,0.06
蜻蜓点水,做实验,0.09
名不副实,最美的期待,0.08
女娲,望梅止渴,0.05
退避三舍,名侦探柯南,0.04
夜游,夜游,0.97
云雾,云雾,0.99
灌篮高手,连麦,0.05
豆浆,心猿意马,0.03
伏羲,极光,0.06
听课,木星,0.06
摇头,闯关,0.08
惊讶,三顾茅庐,0.04
惬意,复活节,0.03
惆怅,同舟共济,0.04
排查,夏目友人帐,0.07
陶瓷,做笔记,0.04
闯关,谭维维,0.06
预言家,木偶,0.09
无聊,徒步,0.06
拍景,通勤,0.04
安检,拉怪,0.02
坦诚,龙舟,0.05
卫星,轻松,0.06
芒种,走位,0.06
走位,起身,0.07
伸展,生态,0.06
惋惜,约法三章,0.02
极光,一鸣惊人,0.07
隐狼,老虎头上,0.04
邮轮,敬佩,0.03
出境,读书,0.04
批改,挥手,0.07
民宿,民宿,0.94
背水一战,背水一战,0.94
触龙说赵,上课,0.09
薛之谦,八面玲珑,0.1
转身,林俊杰,0.09
曹操,天王星,0.06
画饼充饥,鹤立鸡群,0.06
网购,麻花,0.05
庄子,端午,0.05
远程,借刀杀人,0.1
修灯,搬家,0.07
庙会,愉快,0.06
教育,烦闷,0.08
潜伏,潜伏,0.91
甜品,王力宏,0.04
村民,盲人摸象,0.07
芒种,教育,0.06
购物,全职猎人,0.03
井底之蛙,大鱼海棠,0.07
合成,酆都,0.08
年画,复活,0.08
讲解,摇头,0.09
郑板桥,银河,0.04
星云,外星人,0.34
白痴,白痴,0.93
代数,烦闷,0.09
过图,后来我们,0.07
攻略,蚩尤,0.09
完璧归赵,银魂,0.1
后来我们,单机,0.06
大暑,关羽,0.08
运动,天王星,0.05
盘腿,炸鸡,0.06
画龙点睛,画龙点睛,0.92
老马识途,老马识途,0.91
背水一战,八仙过海,0.07
白蛇缘起,评书,0.1
叶公好龙,冰川,0.09
培训,神农,0.07
羞涩,背包,0.07
空间站,周报,0.08
纸鸢,打野,0.08
四面楚歌,天空之城,0.09
数学,医学,0.47
写作,催办,0.04
排球少年,守卫,0.05
洗碗,海贼王,0.06
石雕,先知,0.09
拿鸡毛,点头,0.04
森林,踮脚,0.02
狐妖小红娘,泡芙,0.07
拓印,掉线,0.1
晚睡,花木兰,0.05
远程,立冬,0.03
自相矛盾,期待,0.06
签证,读书,0.09
中秋,走位,0.03
震撼,震惊,0.4
茶道,秧歌,0.09
敬佩,金星,0.06
井然有序,井然有序,0.98
八面玲珑,八面玲珑,0.96
青铜,青铜,0.96
石桥,夏目友人帐,0.09
劳动节,查阅,0.08
守株待兔,持之以恒,0.07
守护神,煎饼,0.06
园艺,豆腐,0.03
后退,读书,0.09
忐忑,听写,0.02
春分,以卵击石,0.1
教程,起床,0.09
测验,测验,0.95
空间站,王力宏,0.05
联机,交接,0.03
合成,合成,0.92
水中捞月,亡羊补牢,0.02
蜡笔小新,鲁迅,0.05
禁言长老,烧烤,0.08
抄写,听课,0.1
拿鸡毛,凿壁借光,0.03
走位,纸鸢,0.08
大公无私,迷茫,0.08
夜游,美术,0.06
望梅止渴,材料,0.1
白泽,白泽,0.97
公会,天体,0.09
谭维维,社火,0.08
审核,做饭,0.08
王勃,土星,0.08
死神,死神,0.91
滑行,伸展,0.09
风之谷,驯熊师,0.09
一鸣惊人,一鸣惊人,0.91
新手,新手,0.9
安心,担忧,0.06
和尚打伞,升职,0.03
言叶之庭,言叶之庭,0.92
排球少年,杨千嬅,0.05
龙珠,生态,0.03
瞎子戴眼镜,许嵩,0.04
落地,旋转,0.08
哑巴吃黄连,安心,0.08
腾挪,外星人,0.07
蛋挞,平静,0.05
震惊,掉落,0.04
背诵,落座,0.1
期待,期待,0.91
理解,理解,0.92
花鼓,花鼓,0.91
班固,入职,0.03
开荒,开荒,0.96
天体,亡羊补牢,0.04
李白,蔡依林,0.07
地质,守墓人,0.06
百发百中,护肤,0.04
漫步,晚霞,0.09
超新星,麒麟,0.09
图穷匕见,画蛇添足,0.08
十年,火影,0.08
大暑,平和,0.06
瓜田李下,秦始皇,0.09
合成,淋浴,0.08
热切,热切,0.98
盘腿,拍手,0.04
妖精尾巴,妖精尾巴,0.92
粽子,期待,0.03
热切,十年,0.03
蒲松龄,惆怅,0.09
画蛇添足,血月使者,0.02
过图,网球王子,0.08
元宵,换汇,0.05
班固,林黛玉,0.06
果汁,剪纸,0.07
推挡,紧张,0.06
星游记,星游记,0.92
天体,天体,0.98
通灵师,农学,0.09
圣斗士,翻滚,0.05
后羿,失望,0.03
守株待兔,礁石,0.04
汇总,理解,0.08
演示,演示,0.92
花鼓,控蓝,0.07
青龙,青龙,0.95
疲惫,拍照,0.04
烤鱼,视角,0.06
审核,李时珍,0.06
老马识途,老马识途,0.93
小葱拌豆腐,守护神,0.05
讨论,打卡,0.09
以卵击石,张良,0.08
完璧归赵,期待,0.07
愚者,考古,0.07
购物,甜品,0.05
星座,班固,0.02
写论文,祝融,0.03
泥塑,泥塑,0.91
技能,陨石,0.04
徒步,天王星,0.08
纸上谈兵,邓紫棋,0.07
言叶之庭,战绩,0.04
植物,心疼,0.04
悬崖,拍景,0.05
唇亡齿寒,惬意,0.08
开荒,开荒,0.98
投笔从戎,安心,0.1
蜻蜓点水,洗衣,0.02
哪吒,猎人,0.08
秃子头上,云雾,0.04
石桥,七夕,0.04
孤寂,井底青蛙,0.03
草船借箭,草船借箭,0.94
观光,酸奶,0.08
许嵩,守株待兔,0.03
游戏王,游戏王,0.91
装修,培训,0.07
小行星,小行星,0.92
土星,匆匆那年,0.07
轻松,教程,0.05
彩陶,生态,0.09
青铜,邯郸学步,0.07
瞎子点灯,激昂,0.04
天气之子,石像鬼,0.08
海浪,追剧,0.05
迷茫,勇气,0.04
值班,泡汤,0.04
黑执事,烤鸭,0.07
水星,水星,0.91
月食,火影,0.04
陨石,陨石,0.94
精卫,首领,0.06
蹒跚,蹒跚,0.97
司马光,触龙说赵,0.05
琴棋,冷淡,0.07
狼王,狼王,0.98
无奈,真挚,0.1
失落,张信哲,0.02
祭司,朱雀,0.05
锦上添花,逻辑,0.04
画地为牢,雨水,0.05
白蛇缘起,排位,0.05
平凡之路,起床,0.06
柳宗元,懊悔,0.05
篆书,测验,0.06
材料,玄女,0.06
夸父,摄梦人,0.03
盗贼,锦上添花,0.06
盗贼,盗贼,0.93
感恩节,远程,0.03
井底之蛙,海浪,0.03
漫步,女巫,0.1
杯弓蛇影,理发,0.06
管理,集章,0.08
练习,骑士,0.08
卫星,修灯,0.03
升级,轻松,0.08
欣喜,趁热打铁,0.03
真挚,失落,0.04
李清照,李清照,0.92
狼人,昆曲,0.06
晚霞,晚霞,0.95
露台,露台,0.92
数码宝贝,霜降,0.04
中秋,书法,0.06
养宠,司马迁,0.06
暗物质,复活节,0.08
匹配,催办,0.03
春节,暴击,0.04
黑洞,花木兰,0.03
挑灯夜战,井底青蛙,0.1
同舟共济,同舟共济,0.92
雪峰,购物,0.09
刮骨疗毒,星云,0.06
购物,购物,0.9
那英,圣诞,0.1
纸上谈兵,银魂,0.02
按兵不动,按兵不动,0.94
盘瓠,完璧归赵,0.03
井水不犯,井水不犯,0.94
俯冲,按兵不动,0.05
嫦娥,嫦娥,0.9
催办,石桥,0.06
火箭,倒挂,0.1
代数,转身,0.04
后来我们,后来我们,0.96
狼骑士,跟进,0.05
蜻蜓点水,平静,0.07
理财,海岸,0.06
樱花,麻花,0.33
篆刻,签证,0.06
咖喱,酸辣粉,0.08
十年,统计,0.05
泥塑,猎魔人,0.04
安心,妖精尾巴,0.1
汇总,冰淇淋,0.1
收拾,惆怅,0.06
茶壶里煮饺,茶壶里煮饺,0.91
虹猫蓝兔,徒步,0.03
动物,值班,0.03
排查,挤压,0.03
井然有序,井然有序,0.99
惆怅,山谷,0.06
玄女,玄女,0.9
红豆,月饼,0.06
司马迁,司马迁,0.9
守口如瓶,蔡依林,0.06
负荆请罪,攻略,0.07
植物,轻松,0.1
通灵师,通灵师,0.96
草原,复活节,0.03
饕餮,月饼,0.07
破釜沉舟,破釜沉舟,0.96
冷淡,谷雨,0.08
读书,旋转,0.05
上网,上网,0.92
亡羊补牢,查阅,0.1
托运,杯水车薪,0.06
欣赏,欣赏,0.93
轻松,不良人,0.04
花灯,花灯,0.99
罗小黑战记,火星,0.05
行李,行李,0.96
疲惫,疲惫,0.94
犬夜叉,犬夜叉,0.94
粥品,冰淇淋,0.09
震惊,欣慰,0.06
数码宝贝,土星,0.04
唇亡齿寒,购物,0.08
天气之子,天气之子,0.91
销假,悬梁刺股,0.04
秦始皇,秦始皇,0.93
井底之蛙,晒衣,0.09
井底之蛙,狗尾续貂,0.07
观光,记忆,0.05
依恋,草原,0.03
装修,书法,0.09
剪纸,豆花,0.02
弓步,杯水车薪,0.04
做笔记,晒衣,0.07
邯郸学步,记忆,0.05
流星雨,水星,0.32
画饼充饥,闻鸡起舞,0.09
星云,白狼,0.03
雪中送炭,协同,0.06
小雪,猎人,0.1
日出,租车,0.03
地质,滥竽充数,0.05
麻辣烫,端午,0.08
心疼,寒露,0.06
薛之谦,坦诚,0.04
汤圆,汤圆,0.97
社会,妖精尾巴,0.05
读书,李时珍,0.03
释然,猎人,0.03
迈步,上网,0.08
井然有序,沙漠,0.02
欣赏,竹篮打水,0.03
按兵不动,抬头,0.06
园艺,跳跃,0.08
排球少年,鬼灭之刃,0.03
龙珠,猎人,0.06
下线,下线,0.97
麻雀虽小,物理,0.06
程门立雪,失望,0.07
音乐,卫星,0.04
天空之城,秃子头上,0.03
四面楚歌,起风了,0.03
司马迁,音乐,0.1
计算,计算,0.92
花木兰,护肤,0.08
数码宝贝,火影,0.06
果汁,做实验,0.05
赶车,范仲淹,0.06
阎罗,白泽,0.09
晚睡,地质,0.09
井水不犯,查阅,0.08
泥塑,韩愈,0.07
后来我们,匆匆那年,0.06
真挚,拿鸡毛,0.06
熬夜,塔防,0.03
狼美人,失落,0.03
