text_a,text_b,score
昆曲,竹编,0.8
记忆,模拟,0.79
孙燕姿,杨千嬅,0.87
心酸,青花瓷,0.25
嫦娥,借刀杀人,0.57
四面楚歌,相柳,0.64
入职,排期,0.89
雪峰,石桥,0.84
馒头,麻花,0.78
材料,材料,0.98
麻花,汇报,0.11
书法,相声,0.77
森林,坐船,0.68
心酸,温柔,0.83
连麦,升级,0.82
走位,诸葛亮,0.23
平和,担忧,0.61
趁热打铁,自相矛盾,0.79
天王星,真空,0.87
按兵不动,唇亡齿寒,0.85
小溪,海湾,0.86
周杰伦,蔡依林,0.85
单刀赴会,曹操,0.52
新手,单机,0.91
摇头,俯卧,0.9
彗星,空间站,0.91
井水不犯,刻舟求剑,0.88
岳飞,鲁迅,0.81
熊,熊,0.99
恒星,月食,0.91
欣慰,迷茫,0.9
体面,礁石,0.19
修灯,洗衣,0.8
以卵击石,井底之蛙,0.84
立冬,圣诞,0.81
思念,无奈,0.87
泡澡,打扫,0.83
日报,周报,0.84
豆腐,三明治,0.84
刺绣,泥塑,0.9
羞怯,期待,0.89
抬手,京剧,0.23
塔防,对牛弹琴,0.12
实验,实验,0.96
名不副实,百发百中,0.76
物理,生态,0.87
麻雀虽小,黄鼠狼拜年,0.84
复习,批改,0.85
杨千嬅,玄武,0.12
金星,红移,0.88
杯弓蛇影,守口如瓶,0.82
三顾茅庐,触龙说赵,0.83
小雪,圣诞,0.91
闯关,策略,0.75
羡慕,羞愧,0.84
蹲下,潜伏,0.89
狼狈为奸,心猿意马,0.8
连击,言叶之庭,0.6
混血儿,俯冲,0.21
免税,签证,0.9
卧薪尝胆,盘古,0.62
大公无私,自相矛盾,0.77
羞愧,忐忑,0.8
震撼,无奈,0.65
你的名字,大鱼海棠,0.81
庙会,碑刻,0.85
熊,挥拳,0.15
立项,里程碑,0.77
触龙说赵,小笼包,0.19
清明,劳动节,0.86
大禹,哪吒,0.77
冰川,夜游,0.67
白狼,狼骑士,0.8
陶瓷,玄武,0.09
溪流,李时珍,0.23
一人之下,统计,0.15
请假,海王星,0.28
春节,秋分,0.83
海湾,礁石,0.85
摘记,理解,0.8
最美的期待,体面,0.9
排查,会议,0.81
测验,红豆,0.08
彩陶,琴棋,0.75
盗贼,血月使者,0.79
看展,向导,0.81
一箭双雕,泥菩萨过,0.58
名不副实,茶壶里煮饺,0.46
稻田,峡谷,0.91
井然有序,对症下药,0.83
青之驱魔师,喜羊羊,0.76
金星,超新星,0.76
麒麟,高山流水,0.53
向导,攻略,0.91
热切,惊喜,0.78
愚者,狼王,0.82
古城,茶园,0.82
取件,理财,0.8
冬至,清明,0.9
登楼,夜游,0.86
村民,猎人,0.75
存档,掉落,0.76
水星,应龙,0.25
匆匆那年,青花瓷,0.85
海浪,海浪,0.96
纸上谈兵,退避三舍,0.81
默写,翻译,0.81
刻舟求剑,百发百中,0.84
盘瓠,应龙,0.87
诸葛亮,老子,0.79
社火,年画,0.82
背包,井然有序,0.26
社会,动物,0.85
倒挂,蹲下,0.86
卫星,地球,0.8
愧疚,期待,0.62
杨千嬅,敬佩,0.24
海浪,泡汤,0.62
自相矛盾,雪中送炭,0.8
写论文,批改,0.9
冬至,白露,0.78
郑和,银魂,0.23
白泽,震惊,0.21
瀑布,冰川,0.83
兔子尾巴,猪八戒照镜,0.85
海岸,泥菩萨过,0.3
购物,收拾,0.77
海贼王,言叶之庭,0.84
张杰,许嵩,0.77
水中捞月,秀才遇鬼,0.85
告白,勇气,0.82
白蛇缘起,全职高手,0.76
张杰,张学友,0.83
坦诚,依恋,0.82
泥菩萨过,一箭双雕,0.58
岳飞,夜游,0.11
许嵩,告白,0.58
背水一战,贾宝玉,0.61
安心,讨论,0.11
立项,协同,0.77
舞狮,皮影,0.87
麻雀虽小,兔子尾巴,0.8
画饼充饥,以卵击石,0.87
古城,冷漠,0.24
前进,奔跑,0.92
后来我们,许嵩,0.6
鲲鹏,雷公,0.75
判官,貔貅,0.83
梦魇,骑士,0.85
围魏救赵,完璧归赵,0.76
毛不易,天气之子,0.11
安心,期待,0.87
气象,逻辑,0.8
疑惑,护肤,0.23
祭司,熊,0.85
稻田,风车,0.91
鸡犬升天,唇亡齿寒,0.47
露台,湖畔,0.57
跟踪,跟踪,0.99
网球王子,排球少年,0.84
斗破苍穹,幽游白书,0.75
羞涩,愧疚,0.85
通灵师,狼骑士,0.91
工程,农学,0.75
水中捞月,狗尾续貂,0.88
日报,销假,0.8
平和,郑板桥,0.19
安检,拍照,0.86
读档,名侦探柯南,0.48
加班,评审,0.77
起风了,小幸运,0.81
做家务,通话,0.88
薛之谦,周深,0.91
考试,烦闷,0.11
最美的期待,周深,0.57
十年,丘比特,0.11
刻舟求剑,告白气球,0.27
煎饼,三明治,0.76
真挚,喜悦,0.86
花木兰,花木兰,0.97
刻舟求剑,鸡犬升天,0.9
查阅,做题,0.86
投标,审核,0.86
刮骨疗毒,程门立雪,0.86
司马迁,剪纸,0.51
夏至,烤鱼,0.62
无奈,冷漠,0.67
控蓝,审核,0.18
闻鸡起舞,居安思危,0.9
谭维维,谭维维,0.99
夏至,小年,0.84
美少女战士,走位,0.52
老马识途,对症下药,0.48
铃芽之旅,白蛇缘起,0.85
坦诚,摇头,0.27
统计,美术,0.91
饕餮,背水一战,0.51
压抑,压抑,0.97
向导,订房,0.91
王菲,悬崖,0.18
兴奋,伤心,0.88
闯关,打野,0.78
安检,邮轮,0.83
铃芽之旅,银魂,0.88
社会,天文,0.92
养宠,淋浴,0.82
小满,清明,0.85
加班,离职,0.78
万圣节,雨水,0.8
雨水,春分,0.84
查阅,实验,0.77
守墓人,白狼王,0.8
精卫,神农,0.85
青花瓷,夜曲,0.8
盘古,雷公,0.85
刘德华,刘德华,0.96
同舟共济,杯弓蛇影,0.83
程门立雪,程门立雪,0.98
演员,夜曲,0.76
毛不易,张信哲,0.9
羞怯,开心,0.74
顺水推舟,心猿意马,0.75
锦上添花,鹤立鸡群,0.83
酆都,白虎,0.8
订票,约法三章,0.09
逻辑,复活,0.24
青花瓷,告白气球,0.89
猪八戒照镜,心疼,0.17
柳宗元,韩愈,0.91
馒头,火锅,0.79
村民,悬崖,0.2
取件,运动,0.75
进击的巨人,喜羊羊,0.86
嫉妒,懊悔,0.76
周杰伦,张学友,0.92
徒步,泡汤,0.83
孙悟空,班固,0.91
演员,体面,0.86
农学,运动,0.25
血月使者,巫师,0.79
期待,焦虑,0.84
玄女,青龙,0.91
血月使者,血月使者,0.96
春节,中秋,0.92
卧薪尝胆,居安思危,0.86
烤鸭,臭豆腐,0.87
稻田,民宿,0.6
祭司,通灵师,0.79
上网,晒衣,0.92
起身,相声,0.1
龙珠,铃芽之旅,0.88
汇总,周报,0.84
不良人,教程,0.46
拓印,评书,0.78
皮雕,茶道,0.89
冰川,云海,0.87
签证,民宿,0.78
秦时明月,升级,0.53
盘古,评书,0.09
程门立雪,听写,0.09
订票,安检,0.8
百发百中,擀面杖吹火,0.59
茶壶里煮饺,名不副实,0.46
刷本,刷本,0.98
白狼,骑士,0.82
蜡笔小新,蜡笔小新,0.99
自检,装修,0.27
稻香,毛遂自荐,0.2
河伯,后羿,0.8
自相矛盾,船到桥头,0.54
一字千金,诸葛亮,0.56
合成,首领,0.84
烦躁,激动,0.76
老马识途,刻舟求剑,0.81
烤鱼,饺子,0.88
手柄,抽卡,0.77
居安思危,柳宗元,0.64
轻松,轻松,0.97
免税,看展,0.82
新手,存档,0.86
升级,抽卡,0.9
泥塑,篆刻,0.89
张杰,匆匆那年,0.66
下线,护理,0.12
白露,地理,0.23
复活节,复活节,0.98
冷漠,嫉妒,0.81
不良人,刺客伍六七,0.89
告白气球,稻香,0.76
邓紫棋,王菲,0.8
行李,登机,0.85
蔡依林,告白,0.57
芒种,端午,0.87
懊悔,安心,0.81
离职,离职,0.98
星球,卫星,0.78
王安石,岳飞,0.82
持之以恒,后来,0.1
愧疚,疑惑,0.81
讲解,写论文,0.85
霜降,总结,0.1
孟子,青铜,0.57
混血儿,做题,0.22
盲人摸象,画蛇添足,0.81
光年之外,夜曲,0.75
答辩,讨论,0.89
青之驱魔师,咒术回战,0.88
请假,培训,0.91
存档,鞠躬,0.13
酸辣粉,螺蛳粉,0.85
古城,晚霞,0.81
赶车,露台,0.86
羞愧,冷淡,0.69
讨论,做笔记,0.76
毛不易,邓紫棋,0.77
红豆,平凡之路,0.8
材料,秧歌,0.17
自豪,愉快,0.9
按部就班,望梅止渴,0.53
辛弃疾,郑板桥,0.83
小葱拌豆腐,以卵击石,0.52
冷漠,无奈,0.67
愧疚,思念,0.78
做家务,石像鬼,0.22
温馨,压抑,0.84
做实验,摘记,0.84
王勃,郑板桥,0.82
思念,感动,0.9
沙拉,炸鸡,0.81
工程,数学,0.9
皮肤,打野,0.85
后来,火箭,0.23
夏至,惊蛰,0.9
登顶,签证,0.85
女魃,河伯,0.75
曹操,林黛玉,0.92
韩信,林黛玉,0.82
按兵不动,心猿意马,0.86
韩愈,挟天子,0.7
打扫,装修,0.84
培训,需求,0.76
预习,练习,0.81
文学,天文,0.85
草船借箭,阎罗,0.52
丢垃圾,秧歌,0.16
鞠躬,灯谜,0.15
鲁迅,儿童节,0.17
自驾,纪念品,0.87
海浪,小溪,0.87
张信哲,孙燕姿,0.92
轮岗,轮岗,0.96
兔子尾巴,瓜田李下,0.87
漫步,拍照,0.91
烤鱼,三明治,0.84
白狼,摄梦人,0.77
影子,骑士,0.77
白虎,女娲,0.79
苦闷,忐忑,0.88
夏至,重阳,0.83
关羽,戏曲,0.64
高山流水,闻鸡起舞,0.84
懊悔,热切,0.9
拍照,邮轮,0.85
养宠,打扫,0.89
樱桃小丸子,挥手,0.09
盲人摸象,井底青蛙,0.56
油菜花,古镇,0.87
围魏救赵,画饼充饥,0.54
排位,命运之夜,0.48
联机,塔防,0.91
数学,地质,0.79
狼王,石像鬼,0.88
花田,沙漠,0.78
看夜景,海岸,0.61
牧场,海岸,0.9
副本,杨千嬅,0.11
麻雀虽小,剪纸,0.24
瀑布,观光,0.67
粥品,烧烤,0.76
哲学,地理,0.79
吹笛者,愚者,0.85
青龙,麒麟,0.89
需求,请假,0.83
夜曲,林俊杰,0.69
立夏,伤心,0.23
负荆请罪,按部就班,0.6
跟进,交付,0.86
陶瓷,戏曲,0.86
画饼充饥,画龙点睛,0.89
秃子头上,瞎子戴眼镜,0.91
白蛇缘起,命运之夜,0.79
惊讶,羞涩,0.65
丹霞,对接,0.19
背水一战,卧冰求鲤,0.87
墙头草,白狼王,0.19
交接,排查,0.8
黔驴技穷,岳飞,0.67
劳动节,儿童节,0.9
评书,纸鸢,0.77
漆器,泡汤,0.17
岳飞,黔驴技穷,0.67
通风,晒衣,0.75
打扫,联机,0.18
王安石,竹编,0.61
木星,恒星,0.88
丘比特,丘比特,0.97
刻舟求剑,望梅止渴,0.76
海阔天空,青花瓷,0.86
郑和,老子,0.89
压抑,震撼,0.88
总结,考试,0.86
青龙,暗物质,0.25
周深,纪念品,0.18
真空,投标,0.18
香道,昆曲,0.85
月食,宇宙,0.86
自相矛盾,立春,0.24
编钟,彩陶,0.81
看夜景,安检,0.87
禁锢者,嫉妒,0.21
相声,心理,0.18
抬头,抬头,0.97
陶瓷,石雕,0.8
一鸣惊人,井底青蛙,0.56
洗漱,逛街,0.81
晴天,张学友,0.67
按兵不动,狼狈为奸,0.86
坐船,换汇,0.78
王菲,毛不易,0.81
梦魇,通灵师,0.9
破釜沉舟,负荆请罪,0.76
凿壁借光,凿壁借光,0.97
跟进,望梅止渴,0.12
悬梁刺股,刮骨疗毒,0.81
杨千嬅,雷公,0.2
大公无私,亡羊补牢,0.85
指鹿为马,叶公好龙,0.6
魔女宅急便,连麦,0.46
张信哲,王菲,0.88
连击,暴击,0.75
听课,元宵,0.12
纪念品,背包,0.81
查阅,预读,0.83
愧疚,金星,0.27
悲伤,悲伤,0.97
京剧,茶道,0.76
按部就班,盲人摸象,0.76
约法三章,一字千金,0.83
满足,压抑,0.78
一鸣惊人,画蛇添足,0.85
天气之子,黑执事,0.79
清明,立夏,0.81
取件,晒衣,0.91
小幸运,张学友,0.59
招聘,招聘,0.98
戏曲,编钟,0.75
貔貅,洗漱,0.11
通灵师,祭司,0.81
望梅止渴,按部就班,0.53
语文,芒种,0.26
老子,安心,0.29
小葱拌豆腐,和尚打伞,0.82
震惊,大鱼海棠,0.22
贾宝玉,林黛玉,0.9
火星,恒星,0.76
瀑布,花海,0.85
握拳,迈步,0.77
和尚打伞,墙头草,0.91
湖畔,露台,0.57
竹篮打水,赶鸭子上架,0.83
腾挪,腾挪,0.96
文学,音乐,0.89
风之谷,夜色,0.12
言叶之庭,连击,0.6
逻辑,社会,0.82
火影,星云,0.26
评弹,李时珍,0.58
羞愧,紧张,0.77
糖葫芦,果汁,0.83
气象,地质,0.81
投标,招聘,0.81
提问,抄写,0.78
樱花,湖泊,0.92
登楼,安检,0.89
模拟,模拟,0.97
白蛇缘起,银魂,0.88
月饼,蹒跚,0.11
跳跃,停下,0.9
教程,读档,0.8
戏曲,拓印,0.83
培训,上线,0.91
理解,实验,0.87
周深,蔡依林,0.78
豆浆,火锅,0.82
李荣浩,惊讶,0.27
抄写,总结,0.84
饺子,秋分,0.65
上课,上课,0.96
李荣浩,周杰伦,0.83
林俊杰,那英,0.92
租房,冲茶,0.85
惊喜,失落,0.91
掉落,匹配,0.91
共工,朱雀,0.8
刷牙,早起,0.79
听课,答辩,0.88
杯水车薪,画蛇添足,0.81
练习,摘记,0.79
班固,司马迁,0.85
星座,疑惑,0.3
父亲节,立夏,0.92
懊悔,老马识途,0.17
周杰伦,梁静茹,0.82
豆浆,惊蛰,0.62
嫉妒,思念,0.78
培训,立项,0.85
白狼,国庆,0.13
丘比特,影子,0.78
背水一战,持之以恒,0.62
陆游,李清照,0.85
踮脚,转身,0.82
空间站,丹霞,0.24
管理,生物,0.75
盲人摸象,竹竿进城,0.6
新手,感恩节,0.26
模拟,测验,0.76
言叶之庭,狐妖小红娘,0.84
俯卧,挥手,0.87
柳宗元,租房,0.11
约法三章,王勃,0.63
俯卧,转身,0.86
粽子,重阳,0.6
鹤立鸡群,理财,0.3
喜羊羊,鞠躬,0.21
孤寂,疑惑,0.9
郑板桥,白居易,0.78
冷漠,迷茫,0.92
纪念品,邮轮,0.86
猎人,骑士,0.78
司马光,诸葛亮,0.84
哲学,植物,0.87
解谜,拉怪,0.9
感恩节,哪吒,0.27
徒步,看夜景,0.89
峡谷,雪峰,0.77
观光,徒步,0.91
园艺,心理,0.91
井底青蛙,瞎子摸象,0.81
名不副实,井底之蛙,0.83
联机,手柄,0.77
海湾,漫步,0.59
春分,复活节,0.81
纸鸢,书法,0.83
兔子尾巴,秃子头上,0.8
纪念品,登顶,0.87
嫦娥,纸上谈兵,0.65
托运,登楼,0.85
请假,周报,0.81
麻辣烫,麻花,0.8
委屈,无聊,0.82
秃子头上,秃子头上,0.97
弹跳,弓步,0.92
三明治,肉夹馍,0.79
纸里包火,和尚打伞,0.81
林黛玉,祖冲之,0.91
守夜人,吹笛者,0.81
张学友,小幸运,0.59
体面,后来,0.78
点头,奔跑,0.78
失落,龙猫,0.18
震惊,惊喜,0.85
狼骑士,预言家,0.78
侧步,跳跃,0.79
稻香,名侦探柯南,0.11
负薪读书,孟婆,0.55
孙燕姿,王力宏,0.88
暗能量,土星,0.9
无奈,心疼,0.77
擀面杖吹火,瞎子戴眼镜,0.76
做笔记,抄写,0.76
船到桥头,和尚打伞,0.82
告白,张学友,0.58
抽卡,心理,0.18
泡汤,海浪,0.62
担忧,平和,0.61
小年,纸上谈兵,0.12
愤懑,温柔,0.91
地质,哲学,0.9
盲人摸象,名不副实,0.86
七夕,炸鸡,0.6
茶道,篆书,0.88
排查,培训,0.84
张良,庙会,0.63
地质,天文,0.76
掉落,掉落,0.98
刺绣,漆器,0.79
奔跑,弹跳,0.83
感恩,无奈,0.78
俯卧,感恩节,0.08
触龙说赵,朱雀,0.64
首领,言叶之庭,0.59
潜狼,梦魇,0.89
贾宝玉,泥塑,0.55
韩愈,诸葛亮,0.87
竹海,油菜花,0.86
酆都,酆都,0.97
答辩,做笔记,0.82
碑刻,拓印,0.88
鲁迅,孔子,0.85
欣慰,压抑,0.83
月饼,馄饨,0.79
一字千金,负荆请罪,0.77
张信哲,毛不易,0.91
压抑,诸葛亮,0.13
老子,郑和,0.85
雨水,端午,0.8
养宠,丢垃圾,0.77
海阔天空,晴天,0.77
轻松,压抑,0.84
周报,请假,0.9
朱雀,相柳,0.87
邮轮,登楼,0.78
青花瓷,青花瓷,0.98
转身,逛馆,0.08
狗咬吕洞宾,泥菩萨过,0.87
化学,地理,0.83
大禹,鲲鹏,0.85
经济,刺客伍六七,0.24
八面玲珑,鹤立鸡群,0.89
拍景,对齐,0.08
张学友,告白,0.58
悬梁刺股,望梅止渴,0.51
粥品,馒头,0.78
祭司,守夜人,0.91
光年,流星雨,0.85
红豆,十年,0.84
霜降,酸奶,0.6
黔驴技穷,共工,0.5
听课,归纳,0.77
露营,夜游,0.79
失落,嫉妒,0.89
丹霞,森林,0.77
惬意,李时珍,0.1
臭豆腐,七夕,0.63
游戏王,罗小黑战记,0.81
转身,停下,0.77
理发,通勤,0.81
会议,劳动节,0.2
老鼠过街,船到桥头,0.79
伸手,蹲下,0.89
白虎,鲛人,0.78
风之谷,斗破苍穹,0.87
鲛人,厌烦,0.1
上线,排期,0.79
日食,行星,0.83
听写,翻译,0.75
兴奋,喜悦,0.65
追剧,熬夜,0.81
烤鸭,小暑,0.61
寿司,煎饼,0.84
引力,太阳系,0.76
贾宝玉,王安石,0.86
塔防,抽卡,0.78
韩愈,评书,0.57
井底青蛙,一鸣惊人,0.56
卡关,卡关,0.97
瞎子摸象,墙头草,0.76
图穷匕见,河伯,0.5
陈奕迅,周深,0.82
阅读,毛不易,0.18
护肤,养宠,0.83
庙会,国画,0.76
画蛇添足,画蛇添足,0.97
夔牛,相柳,0.79
平凡之路,最美的期待,0.88
狼王,后来我们,0.11
农学,测绘,0.8
大禹,雷公,0.8
伤心,迷茫,0.91
白痴,隐狼,0.89
立秋,立秋,0.96
花灯,昆曲,0.89
露营,小溪,0.58
芒种,烧饼,0.62
井底青蛙,盲人摸象,0.56
夜色,花海,0.89
首领,排位,0.79
铃芽之旅,全职猎人,0.79
卧薪尝胆,牛排,0.09
依恋,感恩,0.89
离职,催办,0.81
相声,勇气,0.18
嫦娥,夔牛,0.77
凿壁借光,草船借箭,0.78
沙拉,粥品,0.81
蚩尤,雷公,0.85
匆匆那年,勇气,0.78
孟子,黔驴技穷,0.52
行李,巫师,0.25
悬崖,草甸,0.91
行星,收拾,0.28
张良,韩愈,0.91
白狼王,混血儿,0.8
张学友,许嵩,0.84
触龙说赵,投笔从戎,0.8
铃芽之旅,大鱼海棠,0.89
河伯,哪吒,0.85
一拳超人,全职高手,0.85
借刀杀人,毛遂自荐,0.79
夜色,日出,0.86
小溪,丹霞,0.86
拍手,停下,0.78
弹跳,理解,0.13
白居易,庄子,0.83
策略,掉线,0.86
元旦,煎饼,0.64
熬夜,冲茶,0.76
入职,惋惜,0.17
后来,夜曲,0.78
纸上谈兵,起风了,0.21
汇报,复盘,0.88
海湾,竹海,0.84
犬夜叉,命运之夜,0.83
狗咬吕洞宾,一鸣惊人,0.52
大暑,中秋,0.8
销假,加班,0.89
默写,听课,0.79
凿壁借光,卧薪尝胆,0.77
小溪,露营,0.58
云雾,丹霞,0.9
文天祥,屈原,0.79
李时珍,年画,0.51
相声,纸鸢,0.76
喜悦,心疼,0.81
纪念品,向导,0.89
黔驴技穷,孟子,0.52
范仲淹,孔子,0.89
归纳,归纳,0.96
女娲,后羿,0.89
自相矛盾,登机,0.26
持之以恒,井底之蛙,0.86
体面,周深,0.64
拍手,倒挂,0.9
守夜人,石像鬼,0.86
升职,刘德华,0.09
小幸运,后来我们,0.87
顺水推舟,竹竿进城,0.55
嫦娥,麒麟,0.76
杨戬,下线,0.27
后来,平凡之路,0.87
盲人摸象,盲人摸象,0.98
梁静茹,蔡依林,0.76
听课,复习,0.87
劳动节,图穷匕见,0.1
毛不易,刘德华,0.85
蔡依林,周深,0.82
木星,水星,0.92
星系,新手,0.08
酸奶,果汁,0.92
咖喱,牛排,0.84
红移,望远镜,0.86
天空之城,圣斗士,0.87
喜羊羊,一拳超人,0.75
居安思危,三顾茅庐,0.77
社会,考古,0.83
龙珠,黑执事,0.91
文天祥,协同,0.28
春分,精卫,0.17
千与千寻,灵笼,0.77
通话,升级,0.22
化学,青龙,0.18
刺绣,国画,0.91
韩信,王羲之,0.82
惊蛰,国庆,0.76
最美的期待,红豆,0.84
气象,药学,0.76
白痴,潜狼,0.79
存档,组队,0.88
林俊杰,夜曲,0.69
饺子,煎饼,0.84
周杰伦,张信哲,0.76
实验,批改,0.83
宇宙,超新星,0.77
女魃,盘瓠,0.84
薛之谦,盘古,0.25
毛不易,陈奕迅,0.9
喜羊羊,合成,0.56
琴棋,太阳系,0.24
引力,引力,0.97
握拳,前进,0.88
邮轮,出境,0.77
同舟共济,百发百中,0.77
工程,药学,0.75
玄武,饕餮,0.88
共工,黔驴技穷,0.5
倒挂,停下,0.89
青铜,竹编,0.92
外星人,土星,0.87
茶园,林间,0.9
和尚打伞,八仙过海,0.84
画龙点睛,望梅止渴,0.78
做笔记,上课,0.84
蒲松龄,祖冲之,0.9
镇魂街,视角,0.57
香道,剪纸,0.83
汇总,对接,0.87
破釜沉舟,草船借箭,0.82
玄女,共工,0.87
抬头,挤压,0.8
哑巴吃黄连,湖畔,0.17
古镇,海岸,0.84
徒步,值机,0.8
日报,招聘,0.88
打扫,打扫,0.98
紧张,烦躁,0.85
画地为牢,对牛弹琴,0.9
冰川,免税,0.63
豆浆,大暑,0.57
托运,张学友,0.25
望远镜,木星,0.88
淋浴,洗衣,0.9
贾宝玉,背水一战,0.61
虹猫蓝兔,白蛇缘起,0.9
春分,小暑,0.82
无奈,心疼,0.87
三明治,糖葫芦,0.79
夏至,立夏,0.89
逛街,搬家,0.83
后退,起身,0.8
泡汤,赶车,0.88
复习,做实验,0.82
搬家,上网,0.76
海贼王,天空之城,0.79
美术,生物,0.87
材料,代数,0.91
医学,园艺,0.88
草船借箭,退避三舍,0.82
背诵,理解,0.81
编钟,青铜,0.79
林黛玉,屈原,0.83
复活,银魂,0.48
龙猫,虹猫蓝兔,0.8
寿司,汤圆,0.85
红猪,数码宝贝,0.9
彗星,天王星,0.87
教程,闯关,0.79
通勤,午休,0.78
晴天,勇气,0.84
教育,护理,0.85
真空,体面,0.15
司马迁,陆游,0.83
持之以恒,泥菩萨过,0.48
一箭双雕,麻雀虽小,0.59
狼狈为奸,邯郸学步,0.62
李清照,秦始皇,0.77
委屈,农学,0.27
雪峰,稻田,0.79
星系,星系,0.97
中秋,火锅,0.5
刘德华,舞狮,0.28
计算,气象,0.83
嫉妒,无奈,0.8
对牛弹琴,麻雀虽小,0.54
泡澡,彗星,0.11
攻略,免税,0.8
激动,疲惫,0.76
会议,周报,0.91
嫉妒,欣慰,0.86
杯弓蛇影,叶公好龙,0.77
杯水车薪,井然有序,0.89
天体,引力,0.78
免税,冰川,0.63
单机,单机,0.97
苏轼,苏轼,0.96
炸鸡,冰淇淋,0.88
杯水车薪,杯水车薪,0.99
烤鸭,庄子,0.13
星云,星球,0.91
母亲节,母亲节,0.97
守株待兔,守口如瓶,0.79
草原,逛馆,0.64
泡汤,签证,0.9
释然,害怕,0.87
语文,戏曲,0.22
催办,调休,0.88
投笔从戎,破釜沉舟,0.84
烤鱼,豆腐,0.76
烤鱼,面条,0.87
天王星,宇宙,0.76
雷公,应龙,0.89
叶公好龙,纸上谈兵,0.62
舞狮,孔子,0.5
评书,茶道,0.8
跟踪,对接,0.76
擀面杖吹火,竹竿进城,0.82
邯郸学步,负荆请罪,0.87
画龙点睛,滥竽充数,0.88
铁杵磨针,水中捞月,0.89
敬佩,愤懑,0.88
借刀杀人,卧冰求鲤,0.77
预备役,巫师,0.81
中秋,大雪,0.86
寒露,腊八,0.8
停下,俯身,0.9
通风,通风,0.99
竹编,青铜,0.87
处暑,小满,0.81
唇亡齿寒,按部就班,0.77
王菲,王力宏,0.77
水星,暗物质,0.79
小笼包,复活节,0.6
盘古,卧薪尝胆,0.62
提问,翻译,0.86
晚睡,做家务,0.83
杯水车薪,狗尾续貂,0.89
瓜田李下,铁公鸡,0.85
徒步,转机,0.75
紧张,惊讶,0.83
烤鸭,劳动节,0.5
抬手,潜伏,0.87
言叶之庭,首领,0.59
愚者,禁言长老,0.82
望梅止渴,盗贼,0.24
竹篮打水,茶壶里煮饺,0.82
霜降,冬至,0.86
经济,植物,0.91
值班,调休,0.87
言叶之庭,大鱼海棠,0.8
咖喱,酸辣粉,0.81
历史,社会,0.9
抄写,提问,0.81
告白,许嵩,0.58
诸葛亮,郑和,0.85
刀剑神域,铃芽之旅,0.77
大暑,夏至,0.78
提问,朗读,0.91
技能,圣斗士,0.56
酸辣粉,寒露,0.55
告白气球,玄女,0.13
山脊,林间,0.89
合成,卡关,0.89
期待,激昂,0.91
恒星,暗物质,0.84
石像鬼,机械狼,0.81
俯冲,翻滚,0.91
天体,望远镜,0.8
卫星,引力波,0.82
火影,龙珠,0.81
懊悔,苦闷,0.85
转机,集章,0.86
井底青蛙,墙头草,0.84
拍手,抬手,0.79
感恩,担忧,0.78
握拳,俯冲,0.8
踮脚,侧步,0.79
麒麟,玄女,0.86
白狼王,守夜人,0.81
伏羲,刑天,0.78
单机,视角,0.84
开心,震惊,0.66
招聘,诸葛亮,0.26
审核,值班,0.83
批改,整理,0.84
思念,厌烦,0.88
评书,文学,0.29
策略,策略,0.96
读书,观光,0.18
泡澡,庄子,0.18
水星,土星,0.81
刮骨疗毒,黔驴技穷,0.9
云雾,日出,0.88
立秋,谷雨,0.82
逛馆,订票,0.81
张良,背水一战,0.61
司马光,郑板桥,0.86
东京喰种,罗小黑战记,0.87
邓紫棋,谭维维,0.77
冬至,立春,0.77
森林,小溪,0.81
破釜沉舟,销假,0.24
毛遂自荐,青龙,0.52
挥拳,后退,0.79
工程,海洋,0.81
烤鸭,酸辣粉,0.81
谭维维,薛之谦,0.79
压抑,惬意,0.8
教育,逻辑,0.75
范仲淹,黔驴技穷,0.53
物理,考古,0.86
披萨,豆浆,0.84
魔术师,村民,0.8
走位,美少女战士,0.52
李时珍,张良,0.83
运动,起床,0.76
统计,工程,0.89
元宵,邓紫棋,0.26
摘记,解答,0.79
做家务,泡澡,0.86
禁言长老,魔术师,0.87
地球,真空,0.88
刑天,大禹,0.79
处暑,中秋,0.8
薛之谦,梁静茹,0.92
花田,草原,0.89
火星,红移,0.85
魔女宅急便,咒术回战,0.75
守夜人,指鹿为马,0.28
掉线,教程,0.88
邓紫棋,最美的期待,0.64
小暑,冬至,0.78
秋分,七夕,0.77
谷雨,霜降,0.86
震惊,愤怒,0.7
狼人,女巫,0.8
麻辣烫,烤鸭,0.89
无奈,愤懑,0.87
戏曲,关羽,0.64
春节,春节,0.96
臭豆腐,前进,0.23
星球,天体,0.79
掉落,过图,0.8
水中捞月,退避三舍,0.14
周深,陈奕迅,0.87
顺水推舟,疑惑,0.25
郑板桥,鲁迅,0.91
后退,草船借箭,0.2
山谷,湖泊,0.82
需求,加班,0.84
竹编,灯谜,0.76
木偶,青铜,0.77
梯田,稻田,0.86
星云,天王星,0.81
蔡依林,张学友,0.8
赶鸭子上架,秀才遇鬼,0.86
光年,流星雨,0.78
老鼠过街,老虎头上,0.86
猎魔人,守夜人,0.91
首领,铃芽之旅,0.56
晒衣,收拾,0.9
天体,超新星,0.86
听讲,做实验,0.9
和尚打伞,纸里包火,0.91
登机,丹霞,0.65
小笼包,鲲鹏,0.28
海阔天空,演员,0.82
